0.682352941,0.850980392,0.905882353,1,0
0.003921569,0.101960784,0.203921569,0,1
0.003921569,0.003921569,0.803921569,0,1
0.964705882,1.003921569,0.984313725,1,0
0.203921569,0.003921569,0.003921569,0,1
0.803921569,0.003921569,0.403921569,0,1
0.694117647,0.77254902,0.874509804,1,0
0.549019608,0.274509804,0.078431373,0,1
0.203921569,0.003921569,0.101960784,0,1
0.964705882,0.964705882,0.866666667,1,0
1.003921569,0.717647059,0.760784314,1,0
0.003921569,0.003921569,0.003921569,0,1
0.003921569,0.203921569,0.003921569,0,1
0.568627451,0.937254902,0.568627451,1,0
1.003921569,0.803921569,0.603921569,1,0
0.278431373,0.51372549,0.709803922,0,1
0.505882353,0.505882353,0.505882353,0,1
0.003921569,0.803921569,0.803921569,1,0
0.203921569,0.101960784,0.003921569,0,1
0.505882353,0.505882353,0.003921569,0,1
0.137254902,0.549019608,0.137254902,0,1
0.003921569,0.403921569,0.803921569,0,1
0.603921569,1.003921569,1.003921569,1,0
0.003921569,0.003921569,0.807843137,0,1
0.803921569,0.003921569,0.003921569,0,1
0.607843137,0.807843137,0.2,1,0
0.003921569,0.505882353,0.505882353,0,1
1.003921569,0.941176471,0.839215686,1,0
0.88627451,0.274509804,0.003921569,1,0
0.88627451,0.631372549,0.482352941,1,0
0.631372549,0.325490196,0.180392157,0,1
0.937254902,0.91372549,0.670588235,1,0
0.419607843,0.356862745,0.807843137,1,0
0.505882353,0.003921569,0.003921569,0,1
0.003921569,0.003921569,0.505882353,0,1
0.298039216,0.003921569,0.51372549,0,1
0.003921569,0.396078431,0.003921569,1,0
0.603921569,1.003921569,0.803921569,1,0
0.28627451,0.243137255,0.549019608,0,1
0.82745098,0.709803922,0.552941176,1,0
0.470588235,0.537254902,0.603921569,0,1
0.690196078,0.937254902,0.937254902,1,0
0.745098039,0.721568627,0.423529412,1,0
1.003921569,1.003921569,0.603921569,1,0
0.88627451,0.552941176,0.003921569,1,0
0.603921569,1.003921569,0.603921569,1,0
0.945098039,0.976470588,1.003921569,1,0
0.003921569,0.003921569,0.203921569,0,1
0.858823529,0.443137255,0.843137255,1,0
0.501960784,1.003921569,0.003921569,1,0
1.003921569,0.898039216,0.77254902,1,0
1.003921569,0.984313725,0.984313725,1,0
1.003921569,0.603921569,0.603921569,1,0
0.48627451,0.411764706,0.937254902,1,0
0.533333333,0.811764706,0.984313725,1,0
0.443137255,0.505882353,0.568627451,0,1
0.564705882,0.741176471,0.564705882,1,0
0.003921569,0.203921569,0.203921569,0,1
0.184313725,0.549019608,0.345098039,0,1
0.725490196,0.529411765,0.047058824,1,0
0.741176471,0.564705882,0.564705882,1,0
0.584313725,0.003921569,0.831372549,0,1
0.003921569,0.003921569,0.549019608,0,1
0.101960784,0.203921569,0.003921569,0,1
0.003921569,0.803921569,0.003921569,1,0
0.003921569,0.003921569,1.003921569,0,1
1.003921569,0.847058824,0.003921569,1,0
0.807843137,0.525490196,0.250980392,1,0
0.803921569,1.003921569,0.603921569,1,0
0.866666667,0.082352941,0.239215686,0,1
0.101960784,0.003921569,0.203921569,0,1
0.807843137,0.364705882,0.364705882,1,0
0.682352941,1.003921569,0.188235294,1,0
0.203921569,0.003921569,0.203921569,0,1
0.874509804,0.725490196,0.533333333,1,0
